Access to Exercise Opportunities-Percent; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Access to Exercise Opportunities
2018,46027,Clay County,South Dakota,8.3,83.100115407
2018,46083,Lincoln County,South Dakota,8.3,83.626304988
2018,47037,Davidson County,Tennessee,8.3,86.025106873
2018,47061,Grundy County,Tennessee,8.3,31.934612858
2018,47159,Smith County,Tennessee,8.3,31.47239904
2018,47183,Weakley County,Tennessee,8.3,20.005139773
2018,48015,Austin County,Texas,8.3,50.202343668
2018,48179,Gray County,Texas,8.3,87.925449301
2018,48217,Hill County,Texas,8.3,45.820627547
2018,48503,Young County,Texas,8.3,67.633423181
2018,51540,Charlottesville City,Virginia,8.3,100
2018,51630,Fredericksburg City,Virginia,8.3,100
2018,53075,Whitman County,Washington,8.3,68.34241558
2018,54027,Hampshire County,West Virginia,8.3,23.97346019
2018,55115,Shawano County,Wisconsin,8.3,40.327540585
2018,56013,Fremont County,Wyoming,8.3,59.088303467
2018,01003,Baldwin County,Alabama,8.4,74.507996598
2018,02275,Wrangell City and Borough,Alaska,8.4,99.831152385
2018,05023,Cleburne County,Arkansas,8.4,24.443588756
2018,13037,Calhoun County,Georgia,8.4,No Data
2018,13067,Cobb County,Georgia,8.4,87.875938484
2018,13121,Fulton County,Georgia,8.4,92.613794984
2018,13163,Jefferson County,Georgia,8.4,48.328411105
2018,13259,Stewart County,Georgia,8.4,1.2050181578
2018,13265,Taliaferro County,Georgia,8.4,34.012813046
2018,15005,Kalawao County,Hawaii,8.4,100
2018,16065,Madison County,Idaho,8.4,82.435528559
2018,17019,Champaign County,Illinois,8.4,81.094683237
2018,17055,Franklin County,Illinois,8.4,50.079623872
2018,17095,Knox County,Illinois,8.4,68.483909371
2018,18171,Warren County,Indiana,8.4,13.916314057
2018,19029,Cass County,Iowa,8.4,72.040699341
2018,19073,Greene County,Iowa,8.4,60.464867181
2018,19133,Monona County,Iowa,8.4,47.700962891
2018,19153,Polk County,Iowa,8.4,85.215725432
2018,20059,Franklin County,Kansas,8.4,50.577100646
2018,20095,Kingman County,Kansas,8.4,38.343089845
2018,20113,Mcpherson County,Kansas,8.4,57.488005483
2018,20145,Pawnee County,Kansas,8.4,60.648214542
2018,20181,Sherman County,Kansas,8.4,74.975041597
2018,21065,Estill County,Kentucky,8.4,58.880861505
2018,21091,Hancock County,Kentucky,8.4,14.302393462
2018,21189,Owsley County,Kentucky,8.4,73.123028391
2018,22021,Caldwell Parish,Louisiana,8.4,45.084879589
2018,23011,Kennebec County,Maine,8.4,61.608992149
2018,23017,Oxford County,Maine,8.4,21.345944357
2018,23029,Washington County,Maine,8.4,32.401996591
2018,26015,Barry County,Michigan,8.4,49.02066821
2018,26017,Bay County,Michigan,8.4,73.859387034
2018,26045,Eaton County,Michigan,8.4,60.557354838
2018,26063,Huron County,Michigan,8.4,44.256899571
2018,26065,Ingham County,Michigan,8.4,87.715694477
2018,26079,Kalkaska County,Michigan,8.4,37.072232263
2018,26123,Newaygo County,Michigan,8.4,74.44696657
2018,26157,Tuscola County,Michigan,8.4,41.109655655
2018,27009,Benton County,Minnesota,8.4,57.064835765
2018,27079,Le Sueur County,Minnesota,8.4,72.858535177
2018,27125,Red Lake County,Minnesota,8.4,48.813890927
2018,28125,Sharkey County,Mississippi,8.4,1.9934906428
2018,28155,Webster County,Mississippi,8.4,No Data
2018,29029,Camden County,Missouri,8.4,56.631516749
2018,29187,St. Francois County,Missouri,8.4,55.169142735
2018,29215,Texas County,Missouri,8.4,61.71178099
2018,29229,Wright County,Missouri,8.4,30.720170077
2018,30047,Lake County,Montana,8.4,49.488624504
2018,31093,Howard County,Nebraska,8.4,44.309850175
2018,31115,Loup County,Nebraska,8.4,15.348101266
2018,31141,Platte County,Nebraska,8.4,78.233086205
2018,34029,Ocean County,New Jersey,8.4,84.295320405
2018,36053,Madison County,New York,8.4,59.788676779
2018,37099,Jackson County,North Carolina,8.4,98.634252936
2018,37105,Lee County,North Carolina,8.4,75.835551101
2018,38029,Emmons County,North Dakota,8.4,1.3802816901
2018,39011,Auglaize County,Ohio,8.4,72.251844436
2018,39133,Portage County,Ohio,8.4,74.508577057
2018,40107,Okfuskee County,Oklahoma,8.4,8.5718973013
2018,41067,Washington County,Oregon,8.4,95.877555644
2018,42059,Greene County,Pennsylvania,8.4,47.676161919
2018,42063,Indiana County,Pennsylvania,8.4,61.283753375
2018,42131,Wyoming County,Pennsylvania,8.4,50.031829113
2018,46095,Mellette County,South Dakota,8.4,No Data
2018,46129,Walworth County,South Dakota,8.4,1.4527399779
2018,47141,Putnam County,Tennessee,8.4,45.70180169
2018,47145,Roane County,Tennessee,8.4,48.662815378
2018,48241,Jasper County,Texas,8.4,32.78633436
2018,48427,Starr County,Texas,8.4,33.75705288
2018,50003,Bennington County,Vermont,8.4,74.704377104
2018,51037,Charlotte County,Virginia,8.4,11.790878754
2018,51520,Bristol City,Virginia,8.4,80.947574993
2018,51775,Salem City,Virginia,8.4,72.300620918
2018,53047,Okanogan County,Washington,8.4,51.590466926
2018,53059,Skamania County,Washington,8.4,72.18507139
2018,54013,Calhoun County,West Virginia,8.4,No Data
2018,54021,Gilmer County,West Virginia,8.4,29.598527551
2018,54069,Ohio County,West Virginia,8.4,81.414395968
2018,55029,Door County,Wisconsin,8.4,65.510167356
2018,55049,Iowa County,Wisconsin,8.4,33.1025457
2018,55095,Polk County,Wisconsin,8.4,54.471213664
2018,56025,Natrona County,Wyoming,8.4,83.48045063
2018,56041,Uinta County,Wyoming,8.4,78.880575812
2018,02164,Lake and Peninsula Borough,Alaska,8.5,17.412630288
2018,05025,Cleveland County,Arkansas,8.5,1.1854068362
2018,05081,Little River County,Arkansas,8.5,45.911472174
2018,05147,Woodruff County,Arkansas,8.5,45.110192837
2018,08089,Otero County,Colorado,8.5,52.891508682
2018,12011,Broward County,Florida,8.5,97.297756492
2018,12129,Wakulla County,Florida,8.5,76.471926176
2018,13055,Chattooga County,Georgia,8.5,46.138766096
2018,13155,Irwin County,Georgia,8.5,47.148249109
2018,13157,Jackson County,Georgia,8.5,39.510622468
2018,13167,Johnson County,Georgia,8.5,No Data
2018,13237,Putnam County,Georgia,8.5,58.634178528
2018,13321,Worth County,Georgia,8.5,44.162553623
2018,16003,Adams County,Idaho,8.5,10.261569416
2018,16015,Boise County,Idaho,8.5,78.699487763
2018,18009,Blackford County,Indiana,8.5,57.942973523
2018,18065,Henry County,Indiana,8.5,41.445958514
2018,19001,Adair County,Iowa,8.5,31.918771153
2018,19023,Butler County,Iowa,8.5,51.927086837
2018,19169,Story County,Iowa,8.5,86.114895803
2018,19193,Woodbury County,Iowa,8.5,88.832556865
2018,20203,Wichita County,Kansas,8.5,73.142345568
2018,21007,Ballard County,Kentucky,8.5,29.676324403
2018,21099,Hart County,Kentucky,8.5,20.292323754
2018,21105,Hickman County,Kentucky,8.5,12.015503876
2018,22003,Allen Parish,Louisiana,8.5,62.567924235
2018,22025,Catahoula Parish,Louisiana,8.5,12.962429134
2018,22123,West Carroll Parish,Louisiana,8.5,28.533264392
2018,26073,Isabella County,Michigan,8.5,67.909715407
2018,26115,Monroe County,Michigan,8.5,72.371580242
2018,27013,Blue Earth County,Minnesota,8.5,71.613578492
2018,27015,Brown County,Minnesota,8.5,74.020005407
2018,27017,Carlton County,Minnesota,8.5,56.143672639
2018,27135,Roseau County,Minnesota,8.5,39.983364259
2018,29115,Linn County,Missouri,8.5,48.80495259
2018,30013,Cascade County,Montana,8.5,77.698673257
2018,30089,Sanders County,Montana,8.5,71.882940506
2018,31023,Butler County,Nebraska,8.5,36.783799881
2018,31025,Cass County,Nebraska,8.5,60.702824769
2018,31153,Sarpy County,Nebraska,8.5,89.372953916
2018,32019,Lyon County,Nevada,8.5,54.232397076
2018,33011,Hillsborough County,New Hampshire,8.5,77.583405911
2018,34009,Cape May County,New Jersey,8.5,83.604585411
2018,36041,Hamilton County,New York,8.5,100
2018,36071,Orange County,New York,8.5,77.74863001
2018,38001,Adams County,North Dakota,8.5,1.7925736236
2018,38103,Wells County,North Dakota,8.5,No Data
2018,39021,Champaign County,Ohio,8.5,50.836720952
2018,39121,Noble County,Ohio,8.5,26.056674633
2018,40043,Dewey County,Oklahoma,8.5,21.600831601
2018,40067,Jefferson County,Oklahoma,8.5,33.760815822
2018,40135,Sequoyah County,Oklahoma,8.5,34.198296808
2018,40149,Washita County,Oklahoma,8.5,38.6361682
2018,41043,Linn County,Oregon,8.5,73.468355732
2018,42057,Fulton County,Pennsylvania,8.5,46.30515325
2018,42079,Luzerne County,Pennsylvania,8.5,71.335979908
2018,46029,Codington County,South Dakota,8.5,80.023506079
2018,46065,Hughes County,South Dakota,8.5,74.374339091
2018,47023,Chester County,Tennessee,8.5,32.946121067
2018,47153,Sequatchie County,Tennessee,8.5,33.708900227
2018,48231,Hunt County,Texas,8.5,59.343542825
2018,48259,Kendall County,Texas,8.5,78.775815624
2018,48491,Williamson County,Texas,8.5,89.468130662
2018,51113,Madison County,Virginia,8.5,38.322813345
2018,51595,Emporia City,Virginia,8.5,69.495528935
2018,51620,Franklin City,Virginia,8.5,73.491027732
2018,51830,Williamsburg City,Virginia,8.5,99.502416833
2018,53063,Spokane County,Washington,8.5,77.986125406
2018,53067,Thurston County,Washington,8.5,68.1187169
2018,54095,Tyler County,West Virginia,8.5,71.427019983
2018,56001,Albany County,Wyoming,8.5,86.214496267
2018,01027,Clay County,Alabama,8.6,57.105943152
2018,02240,Southeast Fairbanks Census Area,Alaska,8.6,23.573765827
2018,05113,Polk County,Arkansas,8.6,56.761204143
2018,05137,Stone County,Arkansas,8.6,42.504437631
2018,08083,Montezuma County,Colorado,8.6,72.946935579
2018,13015,Bartow County,Georgia,8.6,51.748754456
2018,13017,Ben Hill County,Georgia,8.6,50.606782352
2018,13141,Hancock County,Georgia,8.6,0.2121115707
2018,13289,Twiggs County,Georgia,8.6,9.3206250693
2018,17201,Winnebago County,Illinois,8.6,85.969600293
2018,18045,Fountain County,Indiana,8.6,48.004640371
2018,18077,Jefferson County,Indiana,8.6,59.38694955
2018,18099,Marshall County,Indiana,8.6,56.132707063
2018,18113,Noble County,Indiana,8.6,58.269522046
2018,19019,Buchanan County,Iowa,8.6,61.966790724
2018,19135,Monroe County,Iowa,8.6,67.352572146
2018,19173,Taylor County,Iowa,8.6,56.894095298
2018,19181,Warren County,Iowa,8.6,60.979989183
2018,19195,Worth County,Iowa,8.6,30.468544354
2018,20073,Greenwood County,Kansas,8.6,42.397966811
2018,20141,Osborne County,Kansas,8.6,39.450492483
2018,20159,Rice County,Kansas,8.6,55.390260835
2018,21035,Calloway County,Kentucky,8.6,62.162888871
2018,21217,Taylor County,Kentucky,8.6,70.928524804
2018,22035,East Carroll Parish,Louisiana,8.6,51.514370409
2018,22085,Sabine Parish,Louisiana,8.6,28.098048116
2018,22093,St. James Parish,Louisiana,8.6,32.336440141
2018,23027,Waldo County,Maine,8.6,32.395709792
2018,24021,Frederick County,Maryland,8.6,90.549092701
2018,26101,Manistee County,Michigan,8.6,65.495491853
2018,26105,Mason County,Michigan,8.6,74.98345236
2018,27029,Clearwater County,Minnesota,8.6,53.248993675
2018,27155,Traverse County,Minnesota,8.6,45.840359753
2018,28053,Humphreys County,Mississippi,8.6,0.7146666667
2018,29071,Franklin County,Missouri,8.6,60.19193631
2018,29189,St. Louis County,Missouri,8.6,91.10529614
2018,29221,Washington County,Missouri,8.6,54.256796984
2018,36075,Oswego County,New York,8.6,52.560417332
2018,38059,Morton County,North Dakota,8.6,70.794656183
2018,39031,Coshocton County,Ohio,8.6,50.933579036
2018,39085,Lake County,Ohio,8.6,85.792532635
2018,40069,Johnston County,Oklahoma,8.6,36.67062152
2018,40131,Rogers County,Oklahoma,8.6,48.565675163
2018,42009,Bedford County,Pennsylvania,8.6,45.01225835
2018,42035,Clinton County,Pennsylvania,8.6,49.762984862
2018,42037,Columbia County,Pennsylvania,8.6,70.456943309
2018,42073,Lawrence County,Pennsylvania,8.6,80.106028011
2018,42081,Lycoming County,Pennsylvania,8.6,56.133355152
2018,46085,Lyman County,South Dakota,8.6,8.2556591212
2018,46111,Sanborn County,South Dakota,8.6,No Data
2018,47087,Jackson County,Tennessee,8.6,23.629489603
2018,48009,Archer County,Texas,8.6,21.581621383
2018,48037,Bowie County,Texas,8.6,37.501215362
2018,48077,Clay County,Texas,8.6,9.2075892857
2018,48309,Mclennan County,Texas,8.6,64.335947145
2018,51007,Amelia County,Virginia,8.6,1.2529550827
2018,51165,Rockingham County,Virginia,8.6,51.970804833
2018,51820,Waynesboro City,Virginia,8.6,72.779205941
2018,53023,Garfield County,Washington,8.6,44.704324801
2018,53025,Grant County,Washington,8.6,55.218806104
2018,53061,Snohomish County,Washington,8.6,78.662619947
2018,54105,Wirt County,West Virginia,8.6,33.933881406
2018,55005,Barron County,Wisconsin,8.6,59.208633094
2018,55009,Brown County,Wisconsin,8.6,86.929804401
2018,55053,Jackson County,Wisconsin,8.6,36.158247347
2018,55101,Racine County,Wisconsin,8.6,88.553181037
2018,05125,Saline County,Arkansas,8.7,60.410948673
2018,08023,Costilla County,Colorado,8.7,35.300794552
2018,09003,Hartford County,Connecticut,8.7,92.536134781
2018,11001,District Of Columbia,District of Columbia,8.7,100
2018,12035,Flagler County,Florida,8.7,79.588488547
2018,12117,Seminole County,Florida,8.7,90.492006491
2018,13235,Pulaski County,Georgia,8.7,75.553705246
2018,13257,Stephens County,Georgia,8.7,70.578796562
2018,13269,Taylor County,Georgia,8.7,19.470020211
2018,16029,Caribou County,Idaho,8.7,8.5882521901
2018,16067,Minidoka County,Idaho,8.7,50.640290996
2018,17197,Will County,Illinois,8.7,91.053043273
2018,18047,Franklin County,Indiana,8.7,44.011781522
2018,18169,Wabash County,Indiana,8.7,57.209316468
2018,19053,Decatur County,Iowa,8.7,60.990895116
2018,19155,Pottawattamie County,Iowa,8.7,81.080529853
2018,20035,Cowley County,Kansas,8.7,59.40073256
2018,20127,Morris County,Kansas,8.7,58.686476448
2018,21215,Spencer County,Kentucky,8.7,34.757634371
2018,24029,Kent County,Maryland,8.7,39.198890924
2018,26037,Clinton County,Michigan,8.7,61.045077074
2018,26053,Gogebic County,Michigan,8.7,77.256955013
2018,26057,Gratiot County,Michigan,8.7,63.019116678
2018,26081,Kent County,Michigan,8.7,86.310821709
2018,26141,Presque Isle County,Michigan,8.7,37.941088517
2018,27165,Watonwan County,Minnesota,8.7,64.062081884
2018,28037,Franklin County,Mississippi,8.7,69.216555802
2018,28163,Yazoo County,Mississippi,8.7,59.223231783
2018,29013,Bates County,Missouri,8.7,35.697108335
2018,29043,Christian County,Missouri,8.7,56.50331947
2018,30027,Fergus County,Montana,8.7,65.699982738
2018,30093,Silver Bow County,Montana,8.7,76.254385965
2018,30105,Valley County,Montana,8.7,52.245894965
2018,31059,Fillmore County,Nebraska,8.7,62.699490662
2018,31139,Pierce County,Nebraska,8.7,50.715661987
2018,31155,Saunders County,Nebraska,8.7,35.794032724
2018,32001,Churchill County,Nevada,8.7,80.311130763
2018,36095,Schoharie County,New York,8.7,13.9149287
2018,37071,Gaston County,North Carolina,8.7,65.893364906
2018,37139,Pasquotank County,North Carolina,8.7,62.947295935
2018,37183,Wake County,North Carolina,8.7,87.81688648
2018,39041,Delaware County,Ohio,8.7,89.779811037
2018,39045,Fairfield County,Ohio,8.7,80.023399655
2018,39125,Paulding County,Ohio,8.7,29.519730805
2018,40051,Grady County,Oklahoma,8.7,43.527684004
2018,40093,Major County,Oklahoma,8.7,0.2125680882
2018,41031,Jefferson County,Oregon,8.7,48.61878453
2018,41045,Malheur County,Oregon,8.7,36.943122665
2018,46077,Kingsbury County,South Dakota,8.7,38.85003885
2018,48073,Cherokee County,Texas,8.7,53.594257056
2018,48257,Kaufman County,Texas,8.7,59.108853411
2018,48331,Milam County,Texas,8.7,54.893565456
2018,49011,Davis County,Utah,8.7,85.497864454
2018,51057,Essex County,Virginia,8.7,31.207963411
2018,51093,Isle Of Wight County,Virginia,8.7,61.635951233
2018,51097,King And Queen County,Virginia,8.7,11.749460043
2018,51183,Sussex County,Virginia,8.7,25.531562836
2018,53013,Columbia County,Washington,8.7,5.2721922511
2018,55111,Sauk County,Wisconsin,8.7,70.244933523
2018,01117,Shelby County,Alabama,8.8,79.194197401
2018,02020,Anchorage Municipality,Alaska,8.8,81.996806316
2018,02130,Ketchikan Gateway Borough,Alaska,8.8,55.850708615
2018,04011,Greenlee County,Arizona,8.8,45.383430129
2018,05011,Bradley County,Arkansas,8.8,64.798401112
2018,05041,Desha County,Arkansas,8.8,48.170356704
2018,05047,Franklin County,Arkansas,8.8,58.388965517
2018,06067,Sacramento County,California,8.8,97.99857343
2018,09009,New Haven County,Connecticut,8.8,91.695314774
2018,12037,Franklin County,Florida,8.8,56.784137155
2018,13013,Barrow County,Georgia,8.8,58.644600458
2018,13079,Crawford County,Georgia,8.8,2.4703087886
2018,13103,Effingham County,Georgia,8.8,42.516746411
2018,13105,Elbert County,Georgia,8.8,35.71853615
2018,13173,Lanier County,Georgia,8.8,48.729906728
2018,13181,Lincoln County,Georgia,8.8,66.633316658
2018,13189,Mcduffie County,Georgia,8.8,59.652571429
2018,13303,Washington County,Georgia,8.8,36.078727522
2018,16045,Gem County,Idaho,8.8,68.281595789
2018,16069,Nez Perce County,Idaho,8.8,59.651088756
2018,17195,Whiteside County,Illinois,8.8,58.868679271
2018,18011,Boone County,Indiana,8.8,73.621115819
2018,18165,Vermillion County,Indiana,8.8,44.849494202
2018,19007,Appanoose County,Iowa,8.8,50.787615426
2018,19095,Iowa County,Iowa,8.8,62.091103638
2018,20087,Jefferson County,Kansas,8.8,31.553905678
2018,20169,Saline County,Kansas,8.8,72.015609826
2018,21031,Butler County,Kentucky,8.8,11.087470449
2018,21155,Marion County,Kentucky,8.8,47.790110999
2018,21175,Morgan County,Kentucky,8.8,47.281476693
2018,21197,Powell County,Kentucky,8.8,69.682074051
2018,22013,Bienville Parish,Louisiana,8.8,16.386818087
2018,22107,Tensas Parish,Louisiana,8.8,14.623000762
2018,26033,Chippewa County,Michigan,8.8,59.875389408
2018,26035,Clare County,Michigan,8.8,56.373278148
2018,27007,Beltrami County,Minnesota,8.8,62.52418883
2018,27167,Wilkin County,Minnesota,8.8,45.98540146
2018,28145,Union County,Mississippi,8.8,50.515957839
2018,29183,St. Charles County,Missouri,8.8,81.928512976
2018,29219,Warren County,Missouri,8.8,53.040322333
2018,30051,Liberty County,Montana,8.8,37.024369389
2018,31019,Buffalo County,Nebraska,8.8,78.66903822
2018,34017,Hudson County,New Jersey,8.8,100
2018,34031,Passaic County,New Jersey,8.8,97.787824255
2018,35053,Socorro County,New Mexico,8.8,45.320720922
2018,36007,Broome County,New York,8.8,78.662512463
2018,36039,Greene County,New York,8.8,61.630198493
2018,36083,Rensselaer County,New York,8.8,59.570090761
2018,37001,Alamance County,North Carolina,8.8,73.096188075
2018,37035,Catawba County,North Carolina,8.8,59.280374195
2018,37095,Hyde County,North Carolina,8.8,65.077452668
2018,37141,Pender County,North Carolina,8.8,57.126989295
2018,37149,Polk County,North Carolina,8.8,50.511945392
2018,38081,Sargent County,North Dakota,8.8,58.683729433
2018,40035,Craig County,Oklahoma,8.8,39.137667177
2018,40081,Lincoln County,Oklahoma,8.8,40.238671841
2018,40083,Logan County,Oklahoma,8.8,40.494169375
2018,41033,Josephine County,Oregon,8.8,69.00245427
2018,42015,Bradford County,Pennsylvania,8.8,54.198205104
2018,42071,Lancaster County,Pennsylvania,8.8,72.551088181
2018,44003,Kent County,Rhode Island,8.8,78.097954959
2018,46109,Roberts County,South Dakota,8.8,2.6406542517
2018,47139,Polk County,Tennessee,8.8,69.878157504
2018,47185,White County,Tennessee,8.8,29.731821524
2018,48187,Guadalupe County,Texas,8.8,69.095968312
2018,49057,Weber County,Utah,8.8,84.407272224
2018,51033,Caroline County,Virginia,8.8,39.884393064
2018,51103,Lancaster County,Virginia,8.8,50.320428408
2018,51109,Louisa County,Virginia,8.8,26.109251048
2018,51147,Prince Edward County,Virginia,8.8,78.534748374
2018,51153,Prince William County,Virginia,8.8,91.754021124
2018,51187,Warren County,Virginia,8.8,68.002661344
2018,54085,Ritchie County,West Virginia,8.8,29.151114939
2018,05105,Perry County,Arkansas,8.9,43.925323121
2018,06007,Butte County,California,8.9,81.630909091
2018,12095,Orange County,Florida,8.9,91.370262034
2018,13057,Cherokee County,Georgia,8.9,84.382726993
2018,13061,Clay County,Georgia,8.9,25.604775369
2018,13099,Early County,Georgia,8.9,56.586119186
2018,13183,Long County,Georgia,8.9,27.399059735
2018,13195,Madison County,Georgia,8.9,2.4893314367
2018,13199,Meriwether County,Georgia,8.9,35.467442706
2018,13207,Monroe County,Georgia,8.9,54.976536482
2018,13225,Peach County,Georgia,8.9,68.431124752
2018,13301,Warren County,Georgia,8.9,No Data
2018,15001,Hawaii County,Hawaii,8.9,66.374359057
2018,17001,Adams County,Illinois,8.9,73.995201407
2018,17119,Madison County,Illinois,8.9,73.348385707
2018,17143,Peoria County,Illinois,8.9,74.794899568
2018,18031,Decatur County,Indiana,8.9,61.546231546
2018,18061,Harrison County,Indiana,8.9,37.511431765
2018,18081,Johnson County,Indiana,8.9,79.23940596
2018,19045,Clinton County,Iowa,8.9,61.843391156
2018,19147,Palo Alto County,Iowa,8.9,53.794713937
2018,20047,Edwards County,Kansas,8.9,51.926243003
2018,20137,Norton County,Kansas,8.9,62.264150943
2018,20149,Pottawatomie County,Kansas,8.9,57.54027032
2018,21085,Grayson County,Kentucky,8.9,41.940495611
2018,21137,Lincoln County,Kentucky,8.9,34.204995554
2018,21203,Rockcastle County,Kentucky,8.9,29.180347092
2018,22067,Morehouse Parish,Louisiana,8.9,70.610100432
2018,27087,Mahnomen County,Minnesota,8.9,42.342508775
2018,27115,Pine County,Minnesota,8.9,44.857142857
2018,27143,Sibley County,Minnesota,8.9,43.77380796
2018,28131,Stone County,Mississippi,8.9,62.847183178
2018,29087,Holt County,Missouri,8.9,57.308631922
2018,29097,Jasper County,Missouri,8.9,63.817246431
2018,31185,York County,Nebraska,8.9,66.16172704
2018,37013,Beaufort County,North Carolina,8.9,45.114009925
2018,37151,Randolph County,North Carolina,8.9,50.181302557
2018,37193,Wilkes County,North Carolina,8.9,64.67551197
2018,38025,Dunn County,North Dakota,8.9,31.759049774
2018,39157,Tuscarawas County,Ohio,8.9,63.601996068
2018,40111,Okmulgee County,Oklahoma,8.9,46.88162919
2018,41019,Douglas County,Oregon,8.9,45.188404989
2018,42055,Franklin County,Pennsylvania,8.9,58.743600369
2018,47017,Carroll County,Tennessee,8.9,31.130355515
2018,47035,Cumberland County,Tennessee,8.9,48.919772358
2018,47039,Decatur County,Tennessee,8.9,40.112273539
2018,47041,Dekalb County,Tennessee,8.9,31.261015863
2018,47079,Henry County,Tennessee,8.9,50.677389422
2018,47181,Wayne County,Tennessee,8.9,42.382938723
2018,48291,Liberty County,Texas,8.9,49.104345412
2018,51035,Carroll County,Virginia,8.9,41.009253711
2018,53011,Clark County,Washington,8.9,89.202163799
2018,53039,Klickitat County,Washington,8.9,59.72536667
2018,53045,Mason County,Washington,8.9,50.480238554
2018,54075,Pocahontas County,West Virginia,8.9,92.900561991
2018,54101,Webster County,West Virginia,8.9,31.833078436
2018,02282,Yakutat City and Borough,Alaska,9,69.637462236
2018,04007,Gila County,Arizona,9,82.474765379
2018,05053,Grant County,Arkansas,9,22.225956422
2018,05065,Izard County,Arkansas,9,45.757885514
2018,05087,Madison County,Arkansas,9,44.906788827
2018,12099,Palm Beach County,Florida,9,93.831383784
2018,13001,Appling County,Georgia,9,26.508006142
2018,13129,Gordon County,Georgia,9,48.148081035
2018,13205,Mitchell County,Georgia,9,63.069197379
2018,13231,Pike County,Georgia,9,33.790363199
2018,17031,Cook County,Illinois,9,98.144311242
2018,18103,Miami County,Indiana,9,49.055632333
2018,18137,Ripley County,Indiana,9,34.76299535
2018,19065,Fayette County,Iowa,9,63.074712644
2018,19127,Marshall County,Iowa,9,68.773371384
2018,20015,Butler County,Kansas,9,63.515482696
2018,21045,Casey County,Kentucky,9,No Data
2018,21053,Clinton County,Kentucky,9,7.5642523364
2018,21129,Lee County,Kentucky,9,78.344110562
2018,21169,Metcalfe County,Kentucky,9,51.430834736
2018,21221,Trigg County,Kentucky,9,52.472278402
2018,22041,Franklin Parish,Louisiana,9,32.672027736
2018,22053,Jefferson Davis Parish,Louisiana,9,40.39058049
2018,22059,Lasalle Parish,Louisiana,9,31.356615178
2018,27061,Itasca County,Minnesota,9,50.541524258
2018,27065,Kanabec County,Minnesota,9,29.238253587
2018,27069,Kittson County,Minnesota,9,22.253954306
2018,28069,Kemper County,Mississippi,9,0.9181331293
2018,29041,Chariton County,Missouri,9,31.911633252
2018,29047,Clay County,Missouri,9,88.328775024
2018,29101,Johnson County,Missouri,9,44.378743227
2018,29123,Madison County,Missouri,9,75.380336987
2018,29127,Marion County,Missouri,9,64.612070463
2018,29165,Platte County,Missouri,9,78.437562974
2018,29195,Saline County,Missouri,9,54.073598631
2018,30041,Hill County,Montana,9,68.998508946
2018,31067,Gage County,Nebraska,9,50.974855452
2018,31081,Hamilton County,Nebraska,9,49.397194213
2018,31127,Nemaha County,Nebraska,9,41.390728477
2018,31161,Sheridan County,Nebraska,9,34.503565551
2018,36011,Cayuga County,New York,9,70.833229201
2018,37197,Yadkin County,North Carolina,9,27.191063896
2018,39019,Carroll County,Ohio,9,17.114024136
2018,39039,Defiance County,Ohio,9,66.193611189
2018,39063,Hancock County,Ohio,9,72.470648017
2018,39083,Knox County,Ohio,9,56.258104759
2018,39165,Warren County,Ohio,9,83.06573324
2018,40011,Blaine County,Oklahoma,9,45.566440593
2018,40073,Kingfisher County,Oklahoma,9,49.873619795
2018,42047,Elk County,Pennsylvania,9,72.419082201
2018,42051,Fayette County,Pennsylvania,9,50.528527297
2018,45017,Calhoun County,South Carolina,9,4.8039538715
2018,47001,Anderson County,Tennessee,9,63.659838411
2018,47007,Bledsoe County,Tennessee,9,20.394532463
2018,51027,Buchanan County,Virginia,9,25.134865964
2018,51073,Gloucester County,Virginia,9,56.709533887
2018,51191,Washington County,Virginia,9,61.518696698
2018,51197,Wythe County,Virginia,9,72.587651787
2018,53003,Asotin County,Washington,9,86.740970263
2018,53071,Walla Walla County,Washington,9,80.651911332
2018,54037,Jefferson County,West Virginia,9,36.560245243
2018,01079,Lawrence County,Alabama,9.1,47.380529427
2018,02060,Bristol Bay Borough,Alaska,9.1,5.4162487462
2018,05005,Baxter County,Arkansas,9.1,46.248163226
2018,05007,Benton County,Arkansas,9.1,74.31993458
2018,05141,Van Buren County,Arkansas,9.1,37.895345476
2018,06037,Los Angeles County,California,9.1,96.799993482
2018,08101,Pueblo County,Colorado,9.1,80.988664869
2018,12101,Pasco County,Florida,9.1,83.085322264
2018,13019,Berrien County,Georgia,9.1,33.978015141
2018,16035,Clearwater County,Idaho,9.1,48.7615569
2018,17093,Kendall County,Illinois,9.1,92.149804769
2018,18107,Montgomery County,Indiana,9.1,60.156331969
2018,18125,Pike County,Indiana,9.1,41.54924095
2018,18135,Randolph County,Indiana,9.1,34.652860036
2018,18183,Whitley County,Indiana,9.1,55.725099123
2018,19011,Benton County,Iowa,9.1,40.086669735
2018,19069,Franklin County,Iowa,9.1,66.956928839
2018,19119,Lyon County,Iowa,9.1,37.060702875
2018,19163,Scott County,Iowa,9.1,85.758122307
2018,20097,Kiowa County,Kansas,9.1,35.291813553
2018,20107,Linn County,Kansas,9.1,40.917564209
2018,21051,Clay County,Kentucky,9.1,98.959963185
2018,21121,Knox County,Kentucky,9.1,40.15933256
2018,22037,East Feliciana Parish,Louisiana,9.1,29.441949968
