Limited Access To Healthy Foods-Percent; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Limited Access To Healthy Foods
2018,26067,Ionia County,Michigan,8.3,6.8601173722
2018,27063,Jackson County,Minnesota,8.3,5.3861170217
2018,27073,Lac Qui Parle County,Minnesota,8.3,3.4012917601
2018,27161,Waseca County,Minnesota,8.3,12.693087524
2018,28089,Madison County,Mississippi,8.3,4.2073369589
2018,29009,Barry County,Missouri,8.3,8.4664092213
2018,29049,Clinton County,Missouri,8.3,3.0681632966
2018,29083,Henry County,Missouri,8.3,15.870892853
2018,29093,Iron County,Missouri,8.3,12.644323986
2018,29159,Pettis County,Missouri,8.3,6.2840171979
2018,29163,Pike County,Missouri,8.3,9.9238727156
2018,36001,Albany County,New York,8.3,5.542280913
2018,36027,Dutchess County,New York,8.3,5.6572945202
2018,36103,Suffolk County,New York,8.3,4.0409064328
2018,37003,Alexander County,North Carolina,8.3,7.5938642901
2018,37079,Greene County,North Carolina,8.3,0.0712033206
2018,37089,Henderson County,North Carolina,8.3,8.1180273632
2018,37111,Mcdowell County,North Carolina,8.3,1.2794264849
2018,37185,Warren County,North Carolina,8.3,1.357036299
2018,38005,Benson County,North Dakota,8.3,15.114067982
2018,38021,Dickey County,North Dakota,8.3,2.8352131412
2018,38031,Foster County,North Dakota,8.3,5.905482823
2018,38037,Grant County,North Dakota,8.3,15.741402649
2018,38099,Walsh County,North Dakota,8.3,5.3465990888
2018,39103,Medina County,Ohio,8.3,3.8704347758
2018,40039,Custer County,Oklahoma,8.3,16.335539597
2018,40047,Garfield County,Oklahoma,8.3,4.9658490267
2018,40055,Greer County,Oklahoma,8.3,7.0667950895
2018,40103,Noble County,Oklahoma,8.3,12.317511892
2018,41029,Jackson County,Oregon,8.3,5.8202304647
2018,42003,Allegheny County,Pennsylvania,8.3,5.5203629829
2018,42129,Westmoreland County,Pennsylvania,8.3,7.6522812561
2018,46009,Bon Homme County,South Dakota,8.3,26.057880903
2018,46023,Charles Mix County,South Dakota,8.3,3.5955309924
2018,46027,Clay County,South Dakota,8.3,11.069810333
2018,46083,Lincoln County,South Dakota,8.3,2.6317170681
2018,47037,Davidson County,Tennessee,8.3,8.2107628446
2018,47061,Grundy County,Tennessee,8.3,3.7450745722
2018,47159,Smith County,Tennessee,8.3,1.2065554732
2018,47183,Weakley County,Tennessee,8.3,8.0797571025
2018,48015,Austin County,Texas,8.3,2.2417782993
2018,48179,Gray County,Texas,8.3,8.4917982756
2018,48217,Hill County,Texas,8.3,1.8864226995
2018,48503,Young County,Texas,8.3,13.695069165
2018,51540,Charlottesville City,Virginia,8.3,3.9872442029
2018,51630,Fredericksburg City,Virginia,8.3,3.7918729695
2018,53075,Whitman County,Washington,8.3,10.324862636
2018,54027,Hampshire County,West Virginia,8.3,9.8949902826
2018,55115,Shawano County,Wisconsin,8.3,4.4703568592
2018,56013,Fremont County,Wyoming,8.3,5.9302506509
2018,01003,Baldwin County,Alabama,8.4,7.936779358
2018,02275,Wrangell City and Borough,Alaska,8.4,5.0337559902
2018,05023,Cleburne County,Arkansas,8.4,6.6200988478
2018,13037,Calhoun County,Georgia,8.4,6.3109281023
2018,13067,Cobb County,Georgia,8.4,8.0151023724
2018,13121,Fulton County,Georgia,8.4,8.9575989835
2018,13163,Jefferson County,Georgia,8.4,0.3239832427
2018,13259,Stewart County,Georgia,8.4,11.650292722
2018,13265,Taliaferro County,Georgia,8.4,47.432359748
2018,15005,Kalawao County,Hawaii,8.4,No Data
2018,16065,Madison County,Idaho,8.4,11.896876792
2018,17019,Champaign County,Illinois,8.4,4.8140594068
2018,17055,Franklin County,Illinois,8.4,8.0329585166
2018,17095,Knox County,Illinois,8.4,8.7116605855
2018,18171,Warren County,Indiana,8.4,1.7045909608
2018,19029,Cass County,Iowa,8.4,9.12736186
2018,19073,Greene County,Iowa,8.4,4.5487570426
2018,19133,Monona County,Iowa,8.4,5.0144728219
2018,19153,Polk County,Iowa,8.4,4.8296917083
2018,20059,Franklin County,Kansas,8.4,17.578387327
2018,20095,Kingman County,Kansas,8.4,10.565061412
2018,20113,Mcpherson County,Kansas,8.4,8.3538466464
2018,20145,Pawnee County,Kansas,8.4,8.7295068135
2018,20181,Sherman County,Kansas,8.4,23.808873844
2018,21065,Estill County,Kentucky,8.4,0.0366254094
2018,21091,Hancock County,Kentucky,8.4,4.9822677698
2018,21189,Owsley County,Kentucky,8.4,1.3953468355
2018,22021,Caldwell Parish,Louisiana,8.4,3.871023687
2018,23011,Kennebec County,Maine,8.4,1.9950000078
2018,23017,Oxford County,Maine,8.4,5.4968261182
2018,23029,Washington County,Maine,8.4,4.7455398014
2018,26015,Barry County,Michigan,8.4,0.0066791715
2018,26017,Bay County,Michigan,8.4,5.2544389897
2018,26045,Eaton County,Michigan,8.4,8.7964750061
2018,26063,Huron County,Michigan,8.4,8.0164439556
2018,26065,Ingham County,Michigan,8.4,14.316578149
2018,26079,Kalkaska County,Michigan,8.4,1.8040771944
2018,26123,Newaygo County,Michigan,8.4,1.7756535742
2018,26157,Tuscola County,Michigan,8.4,6.7971193986
2018,27009,Benton County,Minnesota,8.4,7.9218772982
2018,27079,Le Sueur County,Minnesota,8.4,1.4798202754
2018,27125,Red Lake County,Minnesota,8.4,26.255648046
2018,28125,Sharkey County,Mississippi,8.4,4.652634976
2018,28155,Webster County,Mississippi,8.4,3.6070059803
2018,29029,Camden County,Missouri,8.4,6.1768891006
2018,29187,St. Francois County,Missouri,8.4,7.8241573094
2018,29215,Texas County,Missouri,8.4,5.0808992286
2018,29229,Wright County,Missouri,8.4,10.106975746
2018,30047,Lake County,Montana,8.4,1.9112225738
2018,31093,Howard County,Nebraska,8.4,5.1232445548
2018,31115,Loup County,Nebraska,8.4,11.801915662
2018,31141,Platte County,Nebraska,8.4,3.7918019444
2018,34029,Ocean County,New Jersey,8.4,8.8650350703
2018,36053,Madison County,New York,8.4,5.7844733523
2018,37099,Jackson County,North Carolina,8.4,1.8589031159
2018,37105,Lee County,North Carolina,8.4,8.1448590927
2018,38029,Emmons County,North Dakota,8.4,13.407167048
2018,39011,Auglaize County,Ohio,8.4,2.1704784288
2018,39133,Portage County,Ohio,8.4,9.6359943847
2018,40107,Okfuskee County,Oklahoma,8.4,7.4575339801
2018,41067,Washington County,Oregon,8.4,2.3074404056
2018,42059,Greene County,Pennsylvania,8.4,6.6291825173
2018,42063,Indiana County,Pennsylvania,8.4,2.534258657
2018,42131,Wyoming County,Pennsylvania,8.4,0.2440555118
2018,46095,Mellette County,South Dakota,8.4,28.496332511
2018,46129,Walworth County,South Dakota,8.4,9.5217881069
2018,47141,Putnam County,Tennessee,8.4,15.225799155
2018,47145,Roane County,Tennessee,8.4,6.2427860336
2018,48241,Jasper County,Texas,8.4,5.6279920885
2018,48427,Starr County,Texas,8.4,23.732086512
2018,50003,Bennington County,Vermont,8.4,2.7851632114
2018,51037,Charlotte County,Virginia,8.4,14.603320272
2018,51520,Bristol City,Virginia,8.4,13.840698455
2018,51775,Salem City,Virginia,8.4,4.7590432165
2018,53047,Okanogan County,Washington,8.4,5.3809884767
2018,53059,Skamania County,Washington,8.4,1.0192562543
2018,54013,Calhoun County,West Virginia,8.4,13.381140199
2018,54021,Gilmer County,West Virginia,8.4,31.086528713
2018,54069,Ohio County,West Virginia,8.4,6.5373367295
2018,55029,Door County,Wisconsin,8.4,3.6443056602
2018,55049,Iowa County,Wisconsin,8.4,1.57768799
2018,55095,Polk County,Wisconsin,8.4,1.6534332137
2018,56025,Natrona County,Wyoming,8.4,9.1689383529
2018,56041,Uinta County,Wyoming,8.4,1.3741469637
2018,02164,Lake and Peninsula Borough,Alaska,8.5,41.604265568
2018,05025,Cleveland County,Arkansas,8.5,7.6178501897
2018,05081,Little River County,Arkansas,8.5,0.9872797871
2018,05147,Woodruff County,Arkansas,8.5,3.227311218
2018,08089,Otero County,Colorado,8.5,4.6192711765
2018,12011,Broward County,Florida,8.5,2.3787990307
2018,12129,Wakulla County,Florida,8.5,3.2366197444
2018,13055,Chattooga County,Georgia,8.5,21.052950378
2018,13155,Irwin County,Georgia,8.5,2.8233414313
2018,13157,Jackson County,Georgia,8.5,9.3541358479
2018,13167,Johnson County,Georgia,8.5,11.05023147
2018,13237,Putnam County,Georgia,8.5,9.5033880562
2018,13321,Worth County,Georgia,8.5,1.0400150637
2018,16003,Adams County,Idaho,8.5,8.5972666131
2018,16015,Boise County,Idaho,8.5,13.848592848
2018,18009,Blackford County,Indiana,8.5,7.5438061916
2018,18065,Henry County,Indiana,8.5,6.5562132142
2018,19001,Adair County,Iowa,8.5,2.305078824
2018,19023,Butler County,Iowa,8.5,1.9074136187
2018,19169,Story County,Iowa,8.5,10.483715173
2018,19193,Woodbury County,Iowa,8.5,5.366591304
2018,20203,Wichita County,Kansas,8.5,2.1661120035
2018,21007,Ballard County,Kentucky,8.5,0.0074823204
2018,21099,Hart County,Kentucky,8.5,4.5333070139
2018,21105,Hickman County,Kentucky,8.5,1.2498226883
2018,22003,Allen Parish,Louisiana,8.5,11.243639793
2018,22025,Catahoula Parish,Louisiana,8.5,13.608408867
2018,22123,West Carroll Parish,Louisiana,8.5,2.162654159
2018,26073,Isabella County,Michigan,8.5,4.966783678
2018,26115,Monroe County,Michigan,8.5,3.2141183634
2018,27013,Blue Earth County,Minnesota,8.5,16.988942784
2018,27015,Brown County,Minnesota,8.5,4.0433301847
2018,27017,Carlton County,Minnesota,8.5,4.2196892022
2018,27135,Roseau County,Minnesota,8.5,9.0461389699
2018,29115,Linn County,Missouri,8.5,8.0461626985
2018,30013,Cascade County,Montana,8.5,9.8691567818
2018,30089,Sanders County,Montana,8.5,12.960022996
2018,31023,Butler County,Nebraska,8.5,4.1974004489
2018,31025,Cass County,Nebraska,8.5,3.2484030172
2018,31153,Sarpy County,Nebraska,8.5,6.8965001881
2018,32019,Lyon County,Nevada,8.5,9.797793082
2018,33011,Hillsborough County,New Hampshire,8.5,4.0797322279
2018,34009,Cape May County,New Jersey,8.5,8.7437022138
2018,36041,Hamilton County,New York,8.5,12.199298114
2018,36071,Orange County,New York,8.5,5.9708780531
2018,38001,Adams County,North Dakota,8.5,5.6616768552
2018,38103,Wells County,North Dakota,8.5,9.9935809322
2018,39021,Champaign County,Ohio,8.5,1.2145288629
2018,39121,Noble County,Ohio,8.5,14.306135815
2018,40043,Dewey County,Oklahoma,8.5,25.088311526
2018,40067,Jefferson County,Oklahoma,8.5,13.590554774
2018,40135,Sequoyah County,Oklahoma,8.5,10.162477036
2018,40149,Washita County,Oklahoma,8.5,16.16728044
2018,41043,Linn County,Oregon,8.5,11.521571156
2018,42057,Fulton County,Pennsylvania,8.5,0.8657483125
2018,42079,Luzerne County,Pennsylvania,8.5,5.0607974508
2018,46029,Codington County,South Dakota,8.5,6.5202507235
2018,46065,Hughes County,South Dakota,8.5,7.1120477662
2018,47023,Chester County,Tennessee,8.5,4.5441522587
2018,47153,Sequatchie County,Tennessee,8.5,22.194207894
2018,48231,Hunt County,Texas,8.5,8.427539815
2018,48259,Kendall County,Texas,8.5,1.2723890268
2018,48491,Williamson County,Texas,8.5,8.690343261
2018,51113,Madison County,Virginia,8.5,0.2925756948
2018,51595,Emporia City,Virginia,8.5,1.761196859
2018,51620,Franklin City,Virginia,8.5,27.43230505
2018,51830,Williamsburg City,Virginia,8.5,5.641509498
2018,53063,Spokane County,Washington,8.5,4.5355511876
2018,53067,Thurston County,Washington,8.5,6.9114978992
2018,54095,Tyler County,West Virginia,8.5,0.7073964963
2018,56001,Albany County,Wyoming,8.5,9.2184036406
2018,01027,Clay County,Alabama,8.6,2.9746178357
2018,02240,Southeast Fairbanks Census Area,Alaska,8.6,9.8880084733
2018,05113,Polk County,Arkansas,8.6,16.946320931
2018,05137,Stone County,Arkansas,8.6,10.840695297
2018,08083,Montezuma County,Colorado,8.6,7.3100420998
2018,13015,Bartow County,Georgia,8.6,11.693154646
2018,13017,Ben Hill County,Georgia,8.6,13.162440819
2018,13141,Hancock County,Georgia,8.6,29.727594462
2018,13289,Twiggs County,Georgia,8.6,0.0315932198
2018,17201,Winnebago County,Illinois,8.6,7.2745541612
2018,18045,Fountain County,Indiana,8.6,2.8497608725
2018,18077,Jefferson County,Indiana,8.6,2.7069670753
2018,18099,Marshall County,Indiana,8.6,4.9324803653
2018,18113,Noble County,Indiana,8.6,3.7111791691
2018,19019,Buchanan County,Iowa,8.6,3.3805459138
2018,19135,Monroe County,Iowa,8.6,2.299612329
2018,19173,Taylor County,Iowa,8.6,1.0726016958
2018,19181,Warren County,Iowa,8.6,3.9845836074
2018,19195,Worth County,Iowa,8.6,1.9926415612
2018,20073,Greenwood County,Kansas,8.6,17.809990432
2018,20141,Osborne County,Kansas,8.6,7.9133485482
2018,20159,Rice County,Kansas,8.6,9.055604191
2018,21035,Calloway County,Kentucky,8.6,6.2743678429
2018,21217,Taylor County,Kentucky,8.6,2.8800521194
2018,22035,East Carroll Parish,Louisiana,8.6,21.806992531
2018,22085,Sabine Parish,Louisiana,8.6,12.054937445
2018,22093,St. James Parish,Louisiana,8.6,8.6718669879
2018,23027,Waldo County,Maine,8.6,3.7799372357
2018,24021,Frederick County,Maryland,8.6,3.1136978411
2018,26101,Manistee County,Michigan,8.6,2.1300865218
2018,26105,Mason County,Michigan,8.6,9.0451120007
2018,27029,Clearwater County,Minnesota,8.6,15.148719403
2018,27155,Traverse County,Minnesota,8.6,3.7058224122
2018,28053,Humphreys County,Mississippi,8.6,11.870843062
2018,29071,Franklin County,Missouri,8.6,2.9889528823
2018,29189,St. Louis County,Missouri,8.6,5.048877064
2018,29221,Washington County,Missouri,8.6,6.9325871404
2018,36075,Oswego County,New York,8.6,2.4695904515
2018,38059,Morton County,North Dakota,8.6,5.2040286915
2018,39031,Coshocton County,Ohio,8.6,2.7829949699
2018,39085,Lake County,Ohio,8.6,7.8441729399
2018,40069,Johnston County,Oklahoma,8.6,13.613339214
2018,40131,Rogers County,Oklahoma,8.6,4.8463796769
2018,42009,Bedford County,Pennsylvania,8.6,6.2731542153
2018,42035,Clinton County,Pennsylvania,8.6,3.4398576363
2018,42037,Columbia County,Pennsylvania,8.6,2.5973669259
2018,42073,Lawrence County,Pennsylvania,8.6,6.876427231
2018,42081,Lycoming County,Pennsylvania,8.6,8.4339649605
2018,46085,Lyman County,South Dakota,8.6,16.831983866
2018,46111,Sanborn County,South Dakota,8.6,27.761429
2018,47087,Jackson County,Tennessee,8.6,0.0323704886
2018,48009,Archer County,Texas,8.6,4.9312258411
2018,48037,Bowie County,Texas,8.6,9.4905790745
2018,48077,Clay County,Texas,8.6,20.571851465
2018,48309,Mclennan County,Texas,8.6,16.802640276
2018,51007,Amelia County,Virginia,8.6,6.1539265812
2018,51165,Rockingham County,Virginia,8.6,2.7783046665
2018,51820,Waynesboro City,Virginia,8.6,7.9537350719
2018,53023,Garfield County,Washington,8.6,3.5352683481
2018,53025,Grant County,Washington,8.6,10.646023754
2018,53061,Snohomish County,Washington,8.6,3.2318307067
2018,54105,Wirt County,West Virginia,8.6,0.6400110775
2018,55005,Barron County,Wisconsin,8.6,6.000006171
2018,55009,Brown County,Wisconsin,8.6,5.723013174
2018,55053,Jackson County,Wisconsin,8.6,11.514809565
2018,55101,Racine County,Wisconsin,8.6,3.7484304776
2018,05125,Saline County,Arkansas,8.7,7.6862535531
2018,08023,Costilla County,Colorado,8.7,57.965265569
2018,09003,Hartford County,Connecticut,8.7,3.6661013083
2018,11001,District Of Columbia,District of Columbia,8.7,1.6061022907
2018,12035,Flagler County,Florida,8.7,17.905230071
2018,12117,Seminole County,Florida,8.7,6.1275098398
2018,13235,Pulaski County,Georgia,8.7,1.6140882191
2018,13257,Stephens County,Georgia,8.7,5.3368516615
2018,13269,Taylor County,Georgia,8.7,2.1894991443
2018,16029,Caribou County,Idaho,8.7,1.3774350004
2018,16067,Minidoka County,Idaho,8.7,17.646459185
2018,17197,Will County,Illinois,8.7,7.3496638302
2018,18047,Franklin County,Indiana,8.7,3.1759391106
2018,18169,Wabash County,Indiana,8.7,7.1773438359
2018,19053,Decatur County,Iowa,8.7,3.5352155959
2018,19155,Pottawattamie County,Iowa,8.7,9.3213367754
2018,20035,Cowley County,Kansas,8.7,9.5652593383
2018,20127,Morris County,Kansas,8.7,9.9469985178
2018,21215,Spencer County,Kentucky,8.7,No Data
2018,24029,Kent County,Maryland,8.7,0.3858837822
2018,26037,Clinton County,Michigan,8.7,9.8577554157
2018,26053,Gogebic County,Michigan,8.7,4.8630427178
2018,26057,Gratiot County,Michigan,8.7,16.54850036
2018,26081,Kent County,Michigan,8.7,3.8549754777
2018,26141,Presque Isle County,Michigan,8.7,6.2679686056
2018,27165,Watonwan County,Minnesota,8.7,1.1010797314
2018,28037,Franklin County,Mississippi,8.7,15.032259496
2018,28163,Yazoo County,Mississippi,8.7,20.34262035
2018,29013,Bates County,Missouri,8.7,8.6535333193
2018,29043,Christian County,Missouri,8.7,6.8440442321
2018,30027,Fergus County,Montana,8.7,11.923042102
2018,30093,Silver Bow County,Montana,8.7,2.1905778503
2018,30105,Valley County,Montana,8.7,14.380904097
2018,31059,Fillmore County,Nebraska,8.7,7.0033549827
2018,31139,Pierce County,Nebraska,8.7,9.7822576776
2018,31155,Saunders County,Nebraska,8.7,6.1871177278
2018,32001,Churchill County,Nevada,8.7,5.7778697675
2018,36095,Schoharie County,New York,8.7,1.2665017756
2018,37071,Gaston County,North Carolina,8.7,11.904867079
2018,37139,Pasquotank County,North Carolina,8.7,10.016585024
2018,37183,Wake County,North Carolina,8.7,5.3861653418
2018,39041,Delaware County,Ohio,8.7,4.7167885741
2018,39045,Fairfield County,Ohio,8.7,5.9900952271
2018,39125,Paulding County,Ohio,8.7,6.2264091108
2018,40051,Grady County,Oklahoma,8.7,7.1120197377
2018,40093,Major County,Oklahoma,8.7,2.8882452307
2018,41031,Jefferson County,Oregon,8.7,4.1037349636
2018,41045,Malheur County,Oregon,8.7,4.1436352378
2018,46077,Kingsbury County,South Dakota,8.7,3.7701734882
2018,48073,Cherokee County,Texas,8.7,12.781225161
2018,48257,Kaufman County,Texas,8.7,3.4454546682
2018,48331,Milam County,Texas,8.7,11.406741307
2018,49011,Davis County,Utah,8.7,4.6376146445
2018,51057,Essex County,Virginia,8.7,16.577254667
2018,51093,Isle Of Wight County,Virginia,8.7,4.4652370242
2018,51097,King And Queen County,Virginia,8.7,4.975704694
2018,51183,Sussex County,Virginia,8.7,13.795646928
2018,53013,Columbia County,Washington,8.7,14.227239916
2018,55111,Sauk County,Wisconsin,8.7,2.8082695512
2018,01117,Shelby County,Alabama,8.8,5.8197930737
2018,02020,Anchorage Municipality,Alaska,8.8,4.5700242714
2018,02130,Ketchikan Gateway Borough,Alaska,8.8,0.4009555881
2018,04011,Greenlee County,Arizona,8.8,14.048794021
2018,05011,Bradley County,Arkansas,8.8,10.207484005
2018,05041,Desha County,Arkansas,8.8,16.613151534
2018,05047,Franklin County,Arkansas,8.8,1.8894521931
2018,06067,Sacramento County,California,8.8,4.2269674461
2018,09009,New Haven County,Connecticut,8.8,4.8752355108
2018,12037,Franklin County,Florida,8.8,0.6740569642
2018,13013,Barrow County,Georgia,8.8,11.311272118
2018,13079,Crawford County,Georgia,8.8,16.445656256
2018,13103,Effingham County,Georgia,8.8,6.5348164991
2018,13105,Elbert County,Georgia,8.8,10.400572389
2018,13173,Lanier County,Georgia,8.8,0.2365889476
2018,13181,Lincoln County,Georgia,8.8,1.8860002911
2018,13189,Mcduffie County,Georgia,8.8,0.1684954487
2018,13303,Washington County,Georgia,8.8,12.938980597
2018,16045,Gem County,Idaho,8.8,9.7258956744
2018,16069,Nez Perce County,Idaho,8.8,7.2386975676
2018,17195,Whiteside County,Illinois,8.8,6.2593336391
2018,18011,Boone County,Indiana,8.8,2.46502842
2018,18165,Vermillion County,Indiana,8.8,1.6978974342
2018,19007,Appanoose County,Iowa,8.8,5.4893048905
2018,19095,Iowa County,Iowa,8.8,1.0261501012
2018,20087,Jefferson County,Kansas,8.8,0.339721376
2018,20169,Saline County,Kansas,8.8,6.0279803969
2018,21031,Butler County,Kentucky,8.8,4.82861275
2018,21155,Marion County,Kentucky,8.8,7.1928308318
2018,21175,Morgan County,Kentucky,8.8,4.1415321802
2018,21197,Powell County,Kentucky,8.8,0.0013311595
2018,22013,Bienville Parish,Louisiana,8.8,19.499213429
2018,22107,Tensas Parish,Louisiana,8.8,38.899593482
2018,26033,Chippewa County,Michigan,8.8,8.1391861822
2018,26035,Clare County,Michigan,8.8,1.324896588
2018,27007,Beltrami County,Minnesota,8.8,15.73085258
2018,27167,Wilkin County,Minnesota,8.8,5.6798928759
2018,28145,Union County,Mississippi,8.8,5.7042480895
2018,29183,St. Charles County,Missouri,8.8,4.9082641657
2018,29219,Warren County,Missouri,8.8,3.8828616331
2018,30051,Liberty County,Montana,8.8,19.208603868
2018,31019,Buffalo County,Nebraska,8.8,9.4536537221
2018,34017,Hudson County,New Jersey,8.8,0.1189329598
2018,34031,Passaic County,New Jersey,8.8,1.8256634299
2018,35053,Socorro County,New Mexico,8.8,27.283397625
2018,36007,Broome County,New York,8.8,3.6737523172
2018,36039,Greene County,New York,8.8,1.9654350661
2018,36083,Rensselaer County,New York,8.8,4.0964465794
2018,37001,Alamance County,North Carolina,8.8,11.111975905
2018,37035,Catawba County,North Carolina,8.8,9.7878327883
2018,37095,Hyde County,North Carolina,8.8,30.087145029
2018,37141,Pender County,North Carolina,8.8,5.7035419634
2018,37149,Polk County,North Carolina,8.8,1.613174832
2018,38081,Sargent County,North Dakota,8.8,1.5682169324
2018,40035,Craig County,Oklahoma,8.8,13.766352877
2018,40081,Lincoln County,Oklahoma,8.8,11.098719222
2018,40083,Logan County,Oklahoma,8.8,15.252222203
2018,41033,Josephine County,Oregon,8.8,9.1136449264
2018,42015,Bradford County,Pennsylvania,8.8,4.7204602219
2018,42071,Lancaster County,Pennsylvania,8.8,4.8538426167
2018,44003,Kent County,Rhode Island,8.8,5.5377584695
2018,46109,Roberts County,South Dakota,8.8,10.27627599
2018,47139,Polk County,Tennessee,8.8,1.9332402145
2018,47185,White County,Tennessee,8.8,16.450358736
2018,48187,Guadalupe County,Texas,8.8,12.380453972
2018,49057,Weber County,Utah,8.8,5.6032046721
2018,51033,Caroline County,Virginia,8.8,1.5182674014
2018,51103,Lancaster County,Virginia,8.8,2.1335689297
2018,51109,Louisa County,Virginia,8.8,0.5442560545
2018,51147,Prince Edward County,Virginia,8.8,5.1274122934
2018,51153,Prince William County,Virginia,8.8,3.8156001409
2018,51187,Warren County,Virginia,8.8,5.4054188924
2018,54085,Ritchie County,West Virginia,8.8,4.7475582151
2018,05105,Perry County,Arkansas,8.9,5.3058965635
2018,06007,Butte County,California,8.9,6.4508673972
2018,12095,Orange County,Florida,8.9,7.1800616195
2018,13057,Cherokee County,Georgia,8.9,7.0521351547
2018,13061,Clay County,Georgia,8.9,1.1143388814
2018,13099,Early County,Georgia,8.9,2.6057290723
2018,13183,Long County,Georgia,8.9,0.2600875222
2018,13195,Madison County,Georgia,8.9,1.5044009182
2018,13199,Meriwether County,Georgia,8.9,1.2189156807
2018,13207,Monroe County,Georgia,8.9,1.4294162556
2018,13225,Peach County,Georgia,8.9,10.543142366
2018,13301,Warren County,Georgia,8.9,1.2417276894
2018,15001,Hawaii County,Hawaii,8.9,8.0926997462
2018,17001,Adams County,Illinois,8.9,3.2027826558
2018,17119,Madison County,Illinois,8.9,12.867651929
2018,17143,Peoria County,Illinois,8.9,13.190192876
2018,18031,Decatur County,Indiana,8.9,4.251783483
2018,18061,Harrison County,Indiana,8.9,0.016849713
2018,18081,Johnson County,Indiana,8.9,5.8401203263
2018,19045,Clinton County,Iowa,8.9,8.3519334885
2018,19147,Palo Alto County,Iowa,8.9,7.1429821853
2018,20047,Edwards County,Kansas,8.9,4.835866248
2018,20137,Norton County,Kansas,8.9,7.7475547224
2018,20149,Pottawatomie County,Kansas,8.9,2.0006426802
2018,21085,Grayson County,Kentucky,8.9,9.5590393832
2018,21137,Lincoln County,Kentucky,8.9,8.909715603
2018,21203,Rockcastle County,Kentucky,8.9,0.2395170856
2018,22067,Morehouse Parish,Louisiana,8.9,13.918961732
2018,27087,Mahnomen County,Minnesota,8.9,16.628266248
2018,27115,Pine County,Minnesota,8.9,4.3070026861
2018,27143,Sibley County,Minnesota,8.9,0.801939461
2018,28131,Stone County,Mississippi,8.9,12.579265921
2018,29087,Holt County,Missouri,8.9,12.058704874
2018,29097,Jasper County,Missouri,8.9,9.0770469077
2018,31185,York County,Nebraska,8.9,5.5478641211
2018,37013,Beaufort County,North Carolina,8.9,9.1894394512
2018,37151,Randolph County,North Carolina,8.9,10.255089207
2018,37193,Wilkes County,North Carolina,8.9,3.5182470508
2018,38025,Dunn County,North Dakota,8.9,13.295220942
2018,39157,Tuscarawas County,Ohio,8.9,3.0360153297
2018,40111,Okmulgee County,Oklahoma,8.9,16.190550447
2018,41019,Douglas County,Oregon,8.9,9.6873672533
2018,42055,Franklin County,Pennsylvania,8.9,6.2760769776
2018,47017,Carroll County,Tennessee,8.9,3.4253596224
2018,47035,Cumberland County,Tennessee,8.9,10.92216765
2018,47039,Decatur County,Tennessee,8.9,2.8284939854
2018,47041,Dekalb County,Tennessee,8.9,7.1748276368
2018,47079,Henry County,Tennessee,8.9,10.39884428
2018,47181,Wayne County,Tennessee,8.9,8.9481680328
2018,48291,Liberty County,Texas,8.9,4.1477981371
2018,51035,Carroll County,Virginia,8.9,1.7000395417
2018,53011,Clark County,Washington,8.9,3.6129785405
2018,53039,Klickitat County,Washington,8.9,4.8610892056
2018,53045,Mason County,Washington,8.9,6.0406129499
2018,54075,Pocahontas County,West Virginia,8.9,19.717801818
2018,54101,Webster County,West Virginia,8.9,2.1941692269
2018,02282,Yakutat City and Borough,Alaska,9,0.1119083202
2018,04007,Gila County,Arizona,9,11.015265243
2018,05053,Grant County,Arkansas,9,12.464759246
2018,05065,Izard County,Arkansas,9,0.3212162646
2018,05087,Madison County,Arkansas,9,10.986230917
2018,12099,Palm Beach County,Florida,9,4.1301447841
2018,13001,Appling County,Georgia,9,23.204908294
2018,13129,Gordon County,Georgia,9,10.476682289
2018,13205,Mitchell County,Georgia,9,7.9440939229
2018,13231,Pike County,Georgia,9,0.0051705298
2018,17031,Cook County,Illinois,9,1.7666650341
2018,18103,Miami County,Indiana,9,9.7807079893
2018,18137,Ripley County,Indiana,9,0.8124976246
2018,19065,Fayette County,Iowa,9,1.7186703325
2018,19127,Marshall County,Iowa,9,9.6158558875
2018,20015,Butler County,Kansas,9,6.5182170661
2018,21045,Casey County,Kentucky,9,5.5538247473
2018,21053,Clinton County,Kentucky,9,1.091459718
2018,21129,Lee County,Kentucky,9,0.0113575417
2018,21169,Metcalfe County,Kentucky,9,0.4761707486
2018,21221,Trigg County,Kentucky,9,1.5990657794
2018,22041,Franklin Parish,Louisiana,9,13.032849081
2018,22053,Jefferson Davis Parish,Louisiana,9,7.9756257044
2018,22059,Lasalle Parish,Louisiana,9,12.110760349
2018,27061,Itasca County,Minnesota,9,8.7040193895
2018,27065,Kanabec County,Minnesota,9,4.305796873
2018,27069,Kittson County,Minnesota,9,8.1016396513
2018,28069,Kemper County,Mississippi,9,23.970146869
2018,29041,Chariton County,Missouri,9,2.5053685397
2018,29047,Clay County,Missouri,9,5.8610142606
2018,29101,Johnson County,Missouri,9,11.553605828
2018,29123,Madison County,Missouri,9,10.206046219
2018,29127,Marion County,Missouri,9,6.7477166443
2018,29165,Platte County,Missouri,9,6.3208216459
2018,29195,Saline County,Missouri,9,14.175315543
2018,30041,Hill County,Montana,9,21.406799441
2018,31067,Gage County,Nebraska,9,8.3679287813
