Severe Housing Cost Burden-Percent; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Severe Housing Cost Burden
2018,28089,Madison County,Mississippi,8.3,10.198631705
2018,29009,Barry County,Missouri,8.3,10.03805175
2018,29049,Clinton County,Missouri,8.3,8.7127957263
2018,29083,Henry County,Missouri,8.3,9.6556380824
2018,29093,Iron County,Missouri,8.3,9.6807682325
2018,29159,Pettis County,Missouri,8.3,9.1517716162
2018,29163,Pike County,Missouri,8.3,8.5727597453
2018,36001,Albany County,New York,8.3,13.439130746
2018,36027,Dutchess County,New York,8.3,16.339577758
2018,36103,Suffolk County,New York,8.3,18.336135767
2018,37003,Alexander County,North Carolina,8.3,7.9365079365
2018,37079,Greene County,North Carolina,8.3,11.820572764
2018,37089,Henderson County,North Carolina,8.3,10.084310775
2018,37111,Mcdowell County,North Carolina,8.3,6.4879631211
2018,37185,Warren County,North Carolina,8.3,12.312879299
2018,38005,Benson County,North Dakota,8.3,9.9693251534
2018,38021,Dickey County,North Dakota,8.3,7.1356275304
2018,38031,Foster County,North Dakota,8.3,6.4584811923
2018,38037,Grant County,North Dakota,8.3,7.0935960591
2018,38099,Walsh County,North Dakota,8.3,7.6144366197
2018,39103,Medina County,Ohio,8.3,8.3836880054
2018,40039,Custer County,Oklahoma,8.3,13.742030407
2018,40047,Garfield County,Oklahoma,8.3,9.2563081009
2018,40055,Greer County,Oklahoma,8.3,7.781124498
2018,40103,Noble County,Oklahoma,8.3,5.9057886103
2018,41029,Jackson County,Oregon,8.3,16.230558938
2018,42003,Allegheny County,Pennsylvania,8.3,12.25568309
2018,42129,Westmoreland County,Pennsylvania,8.3,9.3337889997
2018,46009,Bon Homme County,South Dakota,8.3,7.8496868476
2018,46023,Charles Mix County,South Dakota,8.3,9.1092436975
2018,46027,Clay County,South Dakota,8.3,17.491096161
2018,46083,Lincoln County,South Dakota,8.3,6.7252332738
2018,47037,Davidson County,Tennessee,8.3,14.717452233
2018,47061,Grundy County,Tennessee,8.3,8.9805825243
2018,47159,Smith County,Tennessee,8.3,12.041813739
2018,47183,Weakley County,Tennessee,8.3,8.2124088164
2018,48015,Austin County,Texas,8.3,11.456745854
2018,48179,Gray County,Texas,8.3,9.6992684909
2018,48217,Hill County,Texas,8.3,7.9483477703
2018,48503,Young County,Texas,8.3,10.4128505
2018,51540,Charlottesville City,Virginia,8.3,19.484738169
2018,51630,Fredericksburg City,Virginia,8.3,17.151002391
2018,53075,Whitman County,Washington,8.3,26.139834823
2018,54027,Hampshire County,West Virginia,8.3,6.9947275923
2018,55115,Shawano County,Wisconsin,8.3,7.9801245211
2018,56013,Fremont County,Wyoming,8.3,8.6975149957
2018,01003,Baldwin County,Alabama,8.4,11.45081422
2018,02275,Wrangell City and Borough,Alaska,8.4,5.5958549223
2018,05023,Cleburne County,Arkansas,8.4,6.8942177529
2018,13037,Calhoun County,Georgia,8.4,13.363171355
2018,13067,Cobb County,Georgia,8.4,11.794512173
2018,13121,Fulton County,Georgia,8.4,16.433387293
2018,13163,Jefferson County,Georgia,8.4,13.671875
2018,13259,Stewart County,Georgia,8.4,12.899477048
2018,13265,Taliaferro County,Georgia,8.4,15.705128205
2018,15005,Kalawao County,Hawaii,8.4,No Data
2018,16065,Madison County,Idaho,8.4,20.781330142
2018,17019,Champaign County,Illinois,8.4,16.356901148
2018,17055,Franklin County,Illinois,8.4,11.948220065
2018,17095,Knox County,Illinois,8.4,11.666411161
2018,18171,Warren County,Indiana,8.4,7.7729796422
2018,19029,Cass County,Iowa,8.4,7.5157673441
2018,19073,Greene County,Iowa,8.4,8.5166968677
2018,19133,Monona County,Iowa,8.4,8.7624696684
2018,19153,Polk County,Iowa,8.4,10.352352735
2018,20059,Franklin County,Kansas,8.4,9.798766306
2018,20095,Kingman County,Kansas,8.4,5.3600258314
2018,20113,Mcpherson County,Kansas,8.4,9.7643375082
2018,20145,Pawnee County,Kansas,8.4,8.1424936387
2018,20181,Sherman County,Kansas,8.4,7.8131292791
2018,21065,Estill County,Kentucky,8.4,12.606013878
2018,21091,Hancock County,Kentucky,8.4,9.2563038621
2018,21189,Owsley County,Kentucky,8.4,12.456747405
2018,22021,Caldwell Parish,Louisiana,8.4,12.866168868
2018,23011,Kennebec County,Maine,8.4,10.625929967
2018,23017,Oxford County,Maine,8.4,10.709641464
2018,23029,Washington County,Maine,8.4,12.010919017
2018,26015,Barry County,Michigan,8.4,9.1546618225
2018,26017,Bay County,Michigan,8.4,10.658732165
2018,26045,Eaton County,Michigan,8.4,8.5213596383
2018,26063,Huron County,Michigan,8.4,8.9404220416
2018,26065,Ingham County,Michigan,8.4,15.307874428
2018,26079,Kalkaska County,Michigan,8.4,10.73893042
2018,26123,Newaygo County,Michigan,8.4,10.532252001
2018,26157,Tuscola County,Michigan,8.4,9.4140066698
2018,27009,Benton County,Minnesota,8.4,9.1104822835
2018,27079,Le Sueur County,Minnesota,8.4,8.2224247949
2018,27125,Red Lake County,Minnesota,8.4,6.8716094033
2018,28125,Sharkey County,Mississippi,8.4,4.1271989175
2018,28155,Webster County,Mississippi,8.4,10.939289805
2018,29029,Camden County,Missouri,8.4,11.560902256
2018,29187,St. Francois County,Missouri,8.4,10.493389498
2018,29215,Texas County,Missouri,8.4,13.120333773
2018,29229,Wright County,Missouri,8.4,11.52851711
2018,30047,Lake County,Montana,8.4,12.292271169
2018,31093,Howard County,Nebraska,8.4,10.483242401
2018,31115,Loup County,Nebraska,8.4,9.9601593625
2018,31141,Platte County,Nebraska,8.4,6.9601612153
2018,34029,Ocean County,New Jersey,8.4,17.10415091
2018,36053,Madison County,New York,8.4,11.973906551
2018,37099,Jackson County,North Carolina,8.4,13.909251769
2018,37105,Lee County,North Carolina,8.4,13.290639937
2018,38029,Emmons County,North Dakota,8.4,6.7226890756
2018,39011,Auglaize County,Ohio,8.4,6.7650876055
2018,39133,Portage County,Ohio,8.4,12.834347002
2018,40107,Okfuskee County,Oklahoma,8.4,13.006802721
2018,41067,Washington County,Oregon,8.4,13.285178168
2018,42059,Greene County,Pennsylvania,8.4,8.5336625754
2018,42063,Indiana County,Pennsylvania,8.4,11.872568994
2018,42131,Wyoming County,Pennsylvania,8.4,9.8972832869
2018,46095,Mellette County,South Dakota,8.4,10.573476703
2018,46129,Walworth County,South Dakota,8.4,11.08045977
2018,47141,Putnam County,Tennessee,8.4,13.511316337
2018,47145,Roane County,Tennessee,8.4,9.0255131402
2018,48241,Jasper County,Texas,8.4,7.929582855
2018,48427,Starr County,Texas,8.4,12.477016023
2018,50003,Bennington County,Vermont,8.4,13.703099511
2018,51037,Charlotte County,Virginia,8.4,12.235895055
2018,51520,Bristol City,Virginia,8.4,11.691369996
2018,51775,Salem City,Virginia,8.4,10.900031143
2018,53047,Okanogan County,Washington,8.4,11.521373679
2018,53059,Skamania County,Washington,8.4,11.132154882
2018,54013,Calhoun County,West Virginia,8.4,5.3343641283
2018,54021,Gilmer County,West Virginia,8.4,5.2608695652
2018,54069,Ohio County,West Virginia,8.4,10.355477503
2018,55029,Door County,Wisconsin,8.4,10.784914916
2018,55049,Iowa County,Wisconsin,8.4,9.7987006071
2018,55095,Polk County,Wisconsin,8.4,10.603804797
2018,56025,Natrona County,Wyoming,8.4,9.4945397816
2018,56041,Uinta County,Wyoming,8.4,5.5942219304
2018,02164,Lake and Peninsula Borough,Alaska,8.5,6.3694267516
2018,05025,Cleveland County,Arkansas,8.5,5.4945054945
2018,05081,Little River County,Arkansas,8.5,3.9365334404
2018,05147,Woodruff County,Arkansas,8.5,9.039347749
2018,08089,Otero County,Colorado,8.5,13.122656668
2018,12011,Broward County,Florida,8.5,21.462881778
2018,12129,Wakulla County,Florida,8.5,7.1634010426
2018,13055,Chattooga County,Georgia,8.5,9.4080218157
2018,13155,Irwin County,Georgia,8.5,7.753669432
2018,13157,Jackson County,Georgia,8.5,8.7840429613
2018,13167,Johnson County,Georgia,8.5,8.3278035833
2018,13237,Putnam County,Georgia,8.5,16.038352582
2018,13321,Worth County,Georgia,8.5,10.491676345
2018,16003,Adams County,Idaho,8.5,8.4152334152
2018,16015,Boise County,Idaho,8.5,10.683229814
2018,18009,Blackford County,Indiana,8.5,10.356255178
2018,18065,Henry County,Indiana,8.5,8.1544824503
2018,19001,Adair County,Iowa,8.5,9.0343698854
2018,19023,Butler County,Iowa,8.5,8.3970763216
2018,19169,Story County,Iowa,8.5,18.423113271
2018,19193,Woodbury County,Iowa,8.5,10.191182208
2018,20203,Wichita County,Kansas,8.5,4.9397590361
2018,21007,Ballard County,Kentucky,8.5,7.1700727399
2018,21099,Hart County,Kentucky,8.5,9.0763403263
2018,21105,Hickman County,Kentucky,8.5,4.452690167
2018,22003,Allen Parish,Louisiana,8.5,7.6205088863
2018,22025,Catahoula Parish,Louisiana,8.5,8.6136435083
2018,22123,West Carroll Parish,Louisiana,8.5,5.0361713968
2018,26073,Isabella County,Michigan,8.5,17.687894912
2018,26115,Monroe County,Michigan,8.5,9.5982442032
2018,27013,Blue Earth County,Minnesota,8.5,13.000232216
2018,27015,Brown County,Minnesota,8.5,6.3872446057
2018,27017,Carlton County,Minnesota,8.5,8.4813796179
2018,27135,Roseau County,Minnesota,8.5,8.803301238
2018,29115,Linn County,Missouri,8.5,6.8916155419
2018,30013,Cascade County,Montana,8.5,11.859079889
2018,30089,Sanders County,Montana,8.5,14.700117601
2018,31023,Butler County,Nebraska,8.5,8.0516287646
2018,31025,Cass County,Nebraska,8.5,7.1196754564
2018,31153,Sarpy County,Nebraska,8.5,8.0672700624
2018,32019,Lyon County,Nevada,8.5,10.842683218
2018,33011,Hillsborough County,New Hampshire,8.5,12.671331113
2018,34009,Cape May County,New Jersey,8.5,17.793792981
2018,36041,Hamilton County,New York,8.5,7.6023391813
2018,36071,Orange County,New York,8.5,18.640549904
2018,38001,Adams County,North Dakota,8.5,8.8685015291
2018,38103,Wells County,North Dakota,8.5,5.8662280702
2018,39021,Champaign County,Ohio,8.5,6.0600039738
2018,39121,Noble County,Ohio,8.5,5.1524710831
2018,40043,Dewey County,Oklahoma,8.5,6.5189873418
2018,40067,Jefferson County,Oklahoma,8.5,9.8083941606
2018,40135,Sequoyah County,Oklahoma,8.5,8.9400096425
2018,40149,Washita County,Oklahoma,8.5,7.70755886
2018,41043,Linn County,Oregon,8.5,14.070298621
2018,42057,Fulton County,Pennsylvania,8.5,10.177762287
2018,42079,Luzerne County,Pennsylvania,8.5,11.786609438
2018,46029,Codington County,South Dakota,8.5,11.313617607
2018,46065,Hughes County,South Dakota,8.5,7.5041006014
2018,47023,Chester County,Tennessee,8.5,9.7099183603
2018,47153,Sequatchie County,Tennessee,8.5,9.7276264591
2018,48231,Hunt County,Texas,8.5,12.491547304
2018,48259,Kendall County,Texas,8.5,12.19546054
2018,48491,Williamson County,Texas,8.5,10.472629455
2018,51113,Madison County,Virginia,8.5,10.980902778
2018,51595,Emporia City,Virginia,8.5,18.051434224
2018,51620,Franklin City,Virginia,8.5,15.606936416
2018,51830,Williamsburg City,Virginia,8.5,15.206536541
2018,53063,Spokane County,Washington,8.5,12.977276202
2018,53067,Thurston County,Washington,8.5,13.692429352
2018,54095,Tyler County,West Virginia,8.5,4.8473402581
2018,56001,Albany County,Wyoming,8.5,21.817604067
2018,01027,Clay County,Alabama,8.6,6.7202638631
2018,02240,Southeast Fairbanks Census Area,Alaska,8.6,6.6348448687
2018,05113,Polk County,Arkansas,8.6,11.633919338
2018,05137,Stone County,Arkansas,8.6,11.628949137
2018,08083,Montezuma County,Colorado,8.6,9.988179669
2018,13015,Bartow County,Georgia,8.6,11.269521685
2018,13017,Ben Hill County,Georgia,8.6,15.108412836
2018,13141,Hancock County,Georgia,8.6,17.61871989
2018,13289,Twiggs County,Georgia,8.6,10.522696011
2018,17201,Winnebago County,Illinois,8.6,12.747531335
2018,18045,Fountain County,Indiana,8.6,8.1538001197
2018,18077,Jefferson County,Indiana,8.6,9.454633988
2018,18099,Marshall County,Indiana,8.6,9.585384661
2018,18113,Noble County,Indiana,8.6,5.8656360123
2018,19019,Buchanan County,Iowa,8.6,8.392328485
2018,19135,Monroe County,Iowa,8.6,8.9423076923
2018,19173,Taylor County,Iowa,8.6,4.8038430745
2018,19181,Warren County,Iowa,8.6,8.606124604
2018,19195,Worth County,Iowa,8.6,4.3014230272
2018,20073,Greenwood County,Kansas,8.6,6.5560821485
2018,20141,Osborne County,Kansas,8.6,4.5251752709
2018,20159,Rice County,Kansas,8.6,7.4781225139
2018,21035,Calloway County,Kentucky,8.6,15.060365643
2018,21217,Taylor County,Kentucky,8.6,7.75
2018,22035,East Carroll Parish,Louisiana,8.6,19.844082211
2018,22085,Sabine Parish,Louisiana,8.6,11.094801223
2018,22093,St. James Parish,Louisiana,8.6,7.0946857297
2018,23027,Waldo County,Maine,8.6,10.917599668
2018,24021,Frederick County,Maryland,8.6,10.841253835
2018,26101,Manistee County,Michigan,8.6,9.2737666737
2018,26105,Mason County,Michigan,8.6,8.4086345382
2018,27029,Clearwater County,Minnesota,8.6,10.894941634
2018,27155,Traverse County,Minnesota,8.6,7.6513639388
2018,28053,Humphreys County,Mississippi,8.6,16.928996153
2018,29071,Franklin County,Missouri,8.6,9.1517967476
2018,29189,St. Louis County,Missouri,8.6,11.822795159
2018,29221,Washington County,Missouri,8.6,9.9826086957
2018,36075,Oswego County,New York,8.6,12.20749867
2018,38059,Morton County,North Dakota,8.6,8.9725145756
2018,39031,Coshocton County,Ohio,8.6,10.221210612
2018,39085,Lake County,Ohio,8.6,9.1642020398
2018,40069,Johnston County,Oklahoma,8.6,7.6535750252
2018,40131,Rogers County,Oklahoma,8.6,7.9505351883
2018,42009,Bedford County,Pennsylvania,8.6,9.0823133897
2018,42035,Clinton County,Pennsylvania,8.6,11.198361215
2018,42037,Columbia County,Pennsylvania,8.6,10.713008937
2018,42073,Lawrence County,Pennsylvania,8.6,10.516044495
2018,42081,Lycoming County,Pennsylvania,8.6,12.396895787
2018,46085,Lyman County,South Dakota,8.6,4.7473200613
2018,46111,Sanborn County,South Dakota,8.6,7.3752711497
2018,47087,Jackson County,Tennessee,8.6,8.6337760911
2018,48009,Archer County,Texas,8.6,10.526315789
2018,48037,Bowie County,Texas,8.6,11.806852629
2018,48077,Clay County,Texas,8.6,8.8717948718
2018,48309,Mclennan County,Texas,8.6,16.272645289
2018,51007,Amelia County,Virginia,8.6,10.609806345
2018,51165,Rockingham County,Virginia,8.6,8.0621644907
2018,51820,Waynesboro City,Virginia,8.6,15.561893896
2018,53023,Garfield County,Washington,8.6,5.738575983
2018,53025,Grant County,Washington,8.6,10.478285133
2018,53061,Snohomish County,Washington,8.6,12.976104617
2018,54105,Wirt County,West Virginia,8.6,7.670221493
2018,55005,Barron County,Wisconsin,8.6,9.6043685422
2018,55009,Brown County,Wisconsin,8.6,9.8449664365
2018,55053,Jackson County,Wisconsin,8.6,10.957689384
2018,55101,Racine County,Wisconsin,8.6,12.743174005
2018,05125,Saline County,Arkansas,8.7,7.8098703662
2018,08023,Costilla County,Colorado,8.7,11.263736264
2018,09003,Hartford County,Connecticut,8.7,15.271505369
2018,11001,District Of Columbia,District of Columbia,8.7,16.839312966
2018,12035,Flagler County,Florida,8.7,13.571962966
2018,12117,Seminole County,Florida,8.7,14.319798066
2018,13235,Pulaski County,Georgia,8.7,15.991356024
2018,13257,Stephens County,Georgia,8.7,10.283761392
2018,13269,Taylor County,Georgia,8.7,20.832095097
2018,16029,Caribou County,Idaho,8.7,5.8050847458
2018,16067,Minidoka County,Idaho,8.7,9.257446511
2018,17197,Will County,Illinois,8.7,11.529478781
2018,18047,Franklin County,Indiana,8.7,4.8729550992
2018,18169,Wabash County,Indiana,8.7,8.4282460137
2018,19053,Decatur County,Iowa,8.7,9.9707697304
2018,19155,Pottawattamie County,Iowa,8.7,9.8911248566
2018,20035,Cowley County,Kansas,8.7,9.4181983898
2018,20127,Morris County,Kansas,8.7,6.4017660044
2018,21215,Spencer County,Kentucky,8.7,7.4879951981
2018,24029,Kent County,Maryland,8.7,13.870189254
2018,26037,Clinton County,Michigan,8.7,7.5366340655
2018,26053,Gogebic County,Michigan,8.7,10.93988404
2018,26057,Gratiot County,Michigan,8.7,8.9892294946
2018,26081,Kent County,Michigan,8.7,10.688862755
2018,26141,Presque Isle County,Michigan,8.7,8.4760573226
2018,27165,Watonwan County,Minnesota,8.7,9.5896834701
2018,28037,Franklin County,Mississippi,8.7,6.5693430657
2018,28163,Yazoo County,Mississippi,8.7,15.126835781
2018,29013,Bates County,Missouri,8.7,9.5994914177
2018,29043,Christian County,Missouri,8.7,7.9707403203
2018,30027,Fergus County,Montana,8.7,13.122270742
2018,30093,Silver Bow County,Montana,8.7,11.868528942
2018,30105,Valley County,Montana,8.7,8.484270734
2018,31059,Fillmore County,Nebraska,8.7,4.6908315565
2018,31139,Pierce County,Nebraska,8.7,6.8794326241
2018,31155,Saunders County,Nebraska,8.7,7.2081829122
2018,32001,Churchill County,Nevada,8.7,12.021189894
2018,36095,Schoharie County,New York,8.7,10.120207927
2018,37071,Gaston County,North Carolina,8.7,13.264427218
2018,37139,Pasquotank County,North Carolina,8.7,15.029552491
2018,37183,Wake County,North Carolina,8.7,10.500866461
2018,39041,Delaware County,Ohio,8.7,8.2822345927
2018,39045,Fairfield County,Ohio,8.7,9.6826269758
2018,39125,Paulding County,Ohio,8.7,6.8121341139
2018,40051,Grady County,Oklahoma,8.7,6.9913833136
2018,40093,Major County,Oklahoma,8.7,6.7364746946
2018,41031,Jefferson County,Oregon,8.7,15.159474672
2018,41045,Malheur County,Oregon,8.7,13.800539084
2018,46077,Kingsbury County,South Dakota,8.7,11.641500244
2018,48073,Cherokee County,Texas,8.7,9.6603157956
2018,48257,Kaufman County,Texas,8.7,10.408729233
2018,48331,Milam County,Texas,8.7,10.730721742
2018,49011,Davis County,Utah,8.7,7.0738456598
2018,51057,Essex County,Virginia,8.7,15.493289381
2018,51093,Isle Of Wight County,Virginia,8.7,10.56772273
2018,51097,King And Queen County,Virginia,8.7,17.007575758
2018,51183,Sussex County,Virginia,8.7,10.713294477
2018,53013,Columbia County,Washington,8.7,6.1153174141
2018,55111,Sauk County,Wisconsin,8.7,10.91624637
2018,01117,Shelby County,Alabama,8.8,9.0396553909
2018,02020,Anchorage Municipality,Alaska,8.8,12.800417973
2018,02130,Ketchikan Gateway Borough,Alaska,8.8,13.646967341
2018,04011,Greenlee County,Arizona,8.8,3.8437884379
2018,05011,Bradley County,Arkansas,8.8,11.447028424
2018,05041,Desha County,Arkansas,8.8,11.32196162
2018,05047,Franklin County,Arkansas,8.8,14.965764591
2018,06067,Sacramento County,California,8.8,17.35571203
2018,09009,New Haven County,Connecticut,8.8,17.487078589
2018,12037,Franklin County,Florida,8.8,12.826927451
2018,13013,Barrow County,Georgia,8.8,10.848630755
2018,13079,Crawford County,Georgia,8.8,8.7878066206
2018,13103,Effingham County,Georgia,8.8,8.5471698113
2018,13105,Elbert County,Georgia,8.8,15.606548578
2018,13173,Lanier County,Georgia,8.8,16.250367323
2018,13181,Lincoln County,Georgia,8.8,16.192411924
2018,13189,Mcduffie County,Georgia,8.8,11.511598902
2018,13303,Washington County,Georgia,8.8,17.687649627
2018,16045,Gem County,Idaho,8.8,8.2162815285
2018,16069,Nez Perce County,Idaho,8.8,14.955054796
2018,17195,Whiteside County,Illinois,8.8,8.5734488245
2018,18011,Boone County,Indiana,8.8,8.2064231042
2018,18165,Vermillion County,Indiana,8.8,7.0152855994
2018,19007,Appanoose County,Iowa,8.8,12.641083521
2018,19095,Iowa County,Iowa,8.8,7.7760736196
2018,20087,Jefferson County,Kansas,8.8,6.6229595933
2018,20169,Saline County,Kansas,8.8,10.59372977
2018,21031,Butler County,Kentucky,8.8,7.667876588
2018,21155,Marion County,Kentucky,8.8,11.114217811
2018,21175,Morgan County,Kentucky,8.8,10.949410949
2018,21197,Powell County,Kentucky,8.8,10.239300506
2018,22013,Bienville Parish,Louisiana,8.8,10.079726651
2018,22107,Tensas Parish,Louisiana,8.8,11.959924859
2018,26033,Chippewa County,Michigan,8.8,10.525546378
2018,26035,Clare County,Michigan,8.8,11.964649898
2018,27007,Beltrami County,Minnesota,8.8,14.150293002
2018,27167,Wilkin County,Minnesota,8.8,5.5961960497
2018,28145,Union County,Mississippi,8.8,9.776506726
2018,29183,St. Charles County,Missouri,8.8,7.3918020905
2018,29219,Warren County,Missouri,8.8,8.2228939006
2018,30051,Liberty County,Montana,8.8,12.313937754
2018,31019,Buffalo County,Nebraska,8.8,11.534733441
2018,34017,Hudson County,New Jersey,8.8,20.327547318
2018,34031,Passaic County,New Jersey,8.8,22.371248565
2018,35053,Socorro County,New Mexico,8.8,6.6076574722
2018,36007,Broome County,New York,8.8,14.082033537
2018,36039,Greene County,New York,8.8,15.243796129
2018,36083,Rensselaer County,New York,8.8,10.563006862
2018,37001,Alamance County,North Carolina,8.8,12.208716463
2018,37035,Catawba County,North Carolina,8.8,8.8990386994
2018,37095,Hyde County,North Carolina,8.8,17.210048103
2018,37141,Pender County,North Carolina,8.8,12.414573433
2018,37149,Polk County,North Carolina,8.8,9.1297815786
2018,38081,Sargent County,North Dakota,8.8,4.2494481236
2018,40035,Craig County,Oklahoma,8.8,12.20043573
2018,40081,Lincoln County,Oklahoma,8.8,7.366016804
2018,40083,Logan County,Oklahoma,8.8,7.8728084794
2018,41033,Josephine County,Oregon,8.8,18.154260694
2018,42015,Bradford County,Pennsylvania,8.8,8.9677392705
2018,42071,Lancaster County,Pennsylvania,8.8,12.086793865
2018,44003,Kent County,Rhode Island,8.8,13.334785766
2018,46109,Roberts County,South Dakota,8.8,8.4705257568
2018,47139,Polk County,Tennessee,8.8,8.2875325427
2018,47185,White County,Tennessee,8.8,8.0726747187
2018,48187,Guadalupe County,Texas,8.8,8.2885337654
2018,49057,Weber County,Utah,8.8,8.5407341092
2018,51033,Caroline County,Virginia,8.8,6.9269402066
2018,51103,Lancaster County,Virginia,8.8,10.162204417
2018,51109,Louisa County,Virginia,8.8,9.0616045845
2018,51147,Prince Edward County,Virginia,8.8,15.305111143
2018,51153,Prince William County,Virginia,8.8,11.806743693
2018,51187,Warren County,Virginia,8.8,10.291522552
2018,54085,Ritchie County,West Virginia,8.8,6.4045821401
2018,05105,Perry County,Arkansas,8.9,5.492917028
2018,06007,Butte County,California,8.9,18.406006066
2018,12095,Orange County,Florida,8.9,17.853460122
2018,13057,Cherokee County,Georgia,8.9,11.074867273
2018,13061,Clay County,Georgia,8.9,13.300083126
2018,13099,Early County,Georgia,8.9,17.420522099
2018,13183,Long County,Georgia,8.9,8.9541918755
2018,13195,Madison County,Georgia,8.9,11.396648045
2018,13199,Meriwether County,Georgia,8.9,11.884057971
2018,13207,Monroe County,Georgia,8.9,12.315065639
2018,13225,Peach County,Georgia,8.9,11.304437352
2018,13301,Warren County,Georgia,8.9,8.8643986584
2018,15001,Hawaii County,Hawaii,8.9,16.087861204
2018,17001,Adams County,Illinois,8.9,9.0188080671
2018,17119,Madison County,Illinois,8.9,10.779567609
2018,17143,Peoria County,Illinois,8.9,13.157671539
2018,18031,Decatur County,Indiana,8.9,7.0504462943
2018,18061,Harrison County,Indiana,8.9,5.7068554504
2018,18081,Johnson County,Indiana,8.9,8.8768978469
2018,19045,Clinton County,Iowa,8.9,10.501922368
2018,19147,Palo Alto County,Iowa,8.9,4.9820094105
2018,20047,Edwards County,Kansas,8.9,5.1155115512
2018,20137,Norton County,Kansas,8.9,7.350521119
2018,20149,Pottawatomie County,Kansas,8.9,6.3654547594
2018,21085,Grayson County,Kentucky,8.9,12.689456798
2018,21137,Lincoln County,Kentucky,8.9,9.1413043478
2018,21203,Rockcastle County,Kentucky,8.9,11.389027847
2018,22067,Morehouse Parish,Louisiana,8.9,14.836585939
2018,27087,Mahnomen County,Minnesota,8.9,13.21656051
2018,27115,Pine County,Minnesota,8.9,10.750279955
2018,27143,Sibley County,Minnesota,8.9,9.2535259718
2018,28131,Stone County,Mississippi,8.9,12.341197822
2018,29087,Holt County,Missouri,8.9,5.1322751323
2018,29097,Jasper County,Missouri,8.9,10.387858347
2018,31185,York County,Nebraska,8.9,8.4291187739
2018,37013,Beaufort County,North Carolina,8.9,16.196344431
2018,37151,Randolph County,North Carolina,8.9,10.287059511
2018,37193,Wilkes County,North Carolina,8.9,8.6059640996
2018,38025,Dunn County,North Dakota,8.9,5.1052967454
2018,39157,Tuscarawas County,Ohio,8.9,10.126759381
2018,40111,Okmulgee County,Oklahoma,8.9,9.7714907508
2018,41019,Douglas County,Oregon,8.9,12.607691624
2018,42055,Franklin County,Pennsylvania,8.9,8.9283333333
2018,47017,Carroll County,Tennessee,8.9,8.3709754926
2018,47035,Cumberland County,Tennessee,8.9,10.446759807
2018,47039,Decatur County,Tennessee,8.9,9.8410472183
2018,47041,Dekalb County,Tennessee,8.9,8.4831846259
2018,47079,Henry County,Tennessee,8.9,10.020628372
2018,47181,Wayne County,Tennessee,8.9,7.4200265001
2018,48291,Liberty County,Texas,8.9,10.285067019
2018,51035,Carroll County,Virginia,8.9,8.7508698678
2018,53011,Clark County,Washington,8.9,12.487445215
2018,53039,Klickitat County,Washington,8.9,11.58162675
2018,53045,Mason County,Washington,8.9,11.059028498
2018,54075,Pocahontas County,West Virginia,8.9,7.4445457308
2018,54101,Webster County,West Virginia,8.9,12.119268996
2018,02282,Yakutat City and Borough,Alaska,9,4.0935672515
2018,04007,Gila County,Arizona,9,10.853924075
2018,05053,Grant County,Arkansas,9,8.3644510829
2018,05065,Izard County,Arkansas,9,8.8541666667
2018,05087,Madison County,Arkansas,9,7.0925730377
2018,12099,Palm Beach County,Florida,9,19.360687456
2018,13001,Appling County,Georgia,9,11.388074291
2018,13129,Gordon County,Georgia,9,11.401956703
2018,13205,Mitchell County,Georgia,9,14.60777851
2018,13231,Pike County,Georgia,9,7.8327645051
2018,17031,Cook County,Illinois,9,17.618326033
2018,18103,Miami County,Indiana,9,9.2977400273
2018,18137,Ripley County,Indiana,9,9.5246953772
2018,19065,Fayette County,Iowa,9,9.5442494635
2018,19127,Marshall County,Iowa,9,7.9548526629
2018,20015,Butler County,Kansas,9,11.274367783
2018,21045,Casey County,Kentucky,9,9.7413024086
2018,21053,Clinton County,Kentucky,9,9.2364208869
2018,21129,Lee County,Kentucky,9,9.946568023
2018,21169,Metcalfe County,Kentucky,9,6.4245810056
2018,21221,Trigg County,Kentucky,9,10.212765957
2018,22041,Franklin Parish,Louisiana,9,14.615497721
2018,22053,Jefferson Davis Parish,Louisiana,9,11.618143652
2018,22059,Lasalle Parish,Louisiana,9,8.8339222615
2018,27061,Itasca County,Minnesota,9,11.399371069
2018,27065,Kanabec County,Minnesota,9,8.909512761
2018,27069,Kittson County,Minnesota,9,6.5995525727
2018,28069,Kemper County,Mississippi,9,10.542445602
2018,29041,Chariton County,Missouri,9,8.135461269
2018,29047,Clay County,Missouri,9,8.8047210065
2018,29101,Johnson County,Missouri,9,10.18651363
2018,29123,Madison County,Missouri,9,10.968018888
2018,29127,Marion County,Missouri,9,9.680998613
2018,29165,Platte County,Missouri,9,8.3054202192
2018,29195,Saline County,Missouri,9,7.1545948679
2018,30041,Hill County,Montana,9,12.163704549
2018,31067,Gage County,Nebraska,9,9.2274433952
2018,31081,Hamilton County,Nebraska,9,4.4488523661
2018,31127,Nemaha County,Nebraska,9,8.4057971014
2018,31161,Sheridan County,Nebraska,9,8.8345864662
2018,36011,Cayuga County,New York,9,11.355858999
2018,37197,Yadkin County,North Carolina,9,8.7074277202
2018,39019,Carroll County,Ohio,9,7.3216461986
2018,39039,Defiance County,Ohio,9,7.6667772984
2018,39063,Hancock County,Ohio,9,8.5077779912
2018,39083,Knox County,Ohio,9,8.9088863892
